model,epoch_d,L_metal_total,metal_frac_of_all,dominant_metal,dominant_metal_L,L_C,L_O,L_Ne,overall_rank_of_dominant_metal
A15,0.8,3.2744908166893866e+38,0.001983114300516146,C_III_1909,2.604811793106057e+38,2.6247792429197506e+38,6.497115694089715e+37,4.360664366243579e+29,10
A15,0.9,3.2200054884118884e+38,0.0019489093226948378,C_III_1909,2.5506276805350256e+38,2.5702660401747653e+38,6.497394446569096e+37,3.580213375375229e+29,10
A15,1.0,3.166573118691104e+38,0.001915388676079266,C_III_1909,2.497491570139363e+38,2.51680574498901e+38,6.497673704328586e+37,3.2692352529753086e+29,10
A15,2.0,2.68631993848187e+38,0.0016151738465234255,C_III_1909,2.019935761676024e+38,2.036265377539701e+38,6.50052771603618e+37,1.7893385512804275e+32,10
A15,3.0,2.1175377693268674e+38,0.0012663626522352398,C_III_1909,1.454217642683572e+38,1.4668530330295332e+38,6.506845113041425e+37,2.2499319146413584e+31,10
A15,4.0,1.6831435174270642e+38,0.001001044055090508,C_III_1909,1.0220688709721858e+38,1.0316704025022321e+38,6.514472470170806e+37,2.5867907751337252e+33,10
A15,5.0,1.3210549476513392e+38,0.0007796667084142783,C_III_1909,6.6027754058776965e+37,6.6712170718056605e+37,6.539272640176918e+37,5.9764530813735216e+32,10
A15,10.0,8.760210685264286e+37,0.0004945872668806649,O_I_7774,6.704951999346591e+37,1.8838811655193844e+37,6.857628376215389e+37,1.870114352951153e+35,10
A15,20.0,4.665084213039688e+38,0.0027427315735682697,C_III_1909,2.9543068105393197e+38,3.3283148448953795e+38,1.0510876154917763e+38,2.8568175265253298e+37,10
A15,30.0,2.6212237713040623e+38,0.001853210541114049,O_III_5007,8.205518327537154e+37,1.4379362196643942e+38,8.456816768937392e+37,3.3760587474592937e+37,10
A15,40.0,2.6480231559344683e+38,0.002114736872334884,C_III_4647,9.704057814391497e+37,1.5208989142949074e+38,8.154594437607954e+37,3.116647978787654e+37,10
A15,50.0,3.285427306682953e+38,0.002589243035462124,C_III_4647,1.0665403280324224e+38,2.19183554270578e+38,7.8712210668779865e+37,3.06469657289374e+37,10
A15,60.0,3.38249762500437e+38,0.0015110151065850464,C_III_4647,1.0851043197530463e+38,2.2203595782372092e+38,8.207237196118362e+37,3.414143271553245e+37,10
A15,70.0,4.108439921286157e+38,0.000949907388462642,C_III_4647,1.2245313376214138e+38,2.782807680065811e+38,9.155325496141026e+37,4.1009969160624363e+37,10
A15,80.0,1.0451182759315781e+39,0.0008128851266851855,C_III_4647,4.740047336728174e+38,8.683280764352904e+38,1.2784058155990606e+38,4.894961793638181e+37,10
A15,90.0,9.117152310113894e+40,0.10920091340552965,C_III_4647,5.420066098264831e+40,9.005889470118116e+40,9.069624153422961e+38,2.0566598461550063e+38,4
A15,100.0,6.358264897581576e+40,0.09215197676820455,C_II_4267,2.601266746504002e+40,6.05857268632917e+40,2.7601128904713856e+39,2.3680922205267164e+38,5
A15,110.0,4.7546866708175846e+39,0.008906690956634516,C_III_5696,9.270264333088001e+38,3.015499264021784e+39,1.6364225214654264e+39,1.027648853303738e+38,10
A15,120.0,7.842056273350879e+36,1.864053943119066e-05,O_I_7774,1.528942667648001e+36,3.9300601304797626e+36,3.783682212448179e+36,1.283139304229359e+35,10
A15,130.0,2.2170223887267465e+37,6.099681337412139e-05,O_I_7774,3.7761894988959995e+36,1.2312508394873321e+37,9.541417839433182e+36,3.162976529609655e+35,10
A15,140.0,2.1583537128168493e+37,8.280670731254068e-05,O_I_6300,4.601057332351999e+36,1.2239657221806732e+37,9.327570306920742e+36,1.6309599441014516e+34,10
A4,0.1,4.606134726034462e+38,0.019569256979594565,C_III_1909,2.816750202633273e+38,2.8974012412408323e+38,1.0435769864114684e+38,6.651564983821625e+37,8
A4,0.2,4.5346040326384665e+38,0.01930582726656546,C_III_1909,2.760116631861249e+38,2.840711673843364e+38,1.0355028113025692e+38,6.583895474925333e+37,9
A4,0.3,4.42270432067309e+38,0.018872331209798598,C_III_1909,2.660733382948314e+38,2.741497422903769e+38,1.0285607602172498e+38,6.52646137552072e+37,9
A4,0.4,4.2740745838875e+38,0.018280976096255692,C_III_1909,2.522403900870863e+38,2.603556845277005e+38,1.0226689175950754e+38,6.478488210154195e+37,9
A4,0.5,4.093102944199696e+38,0.01754808438136089,C_III_1909,2.349802809137668e+38,2.4315533881410498e+38,1.017683095515415e+38,6.438664605432317e+37,9
A4,0.6,3.453948631326561e+38,0.014872123249303626,C_III_1909,1.6959299695288415e+38,1.7810114132782514e+38,1.0234558005845987e+38,6.494814174637107e+37,9
A4,0.7,3.2774323568262326e+38,0.014145316486054346,C_III_1909,1.5281304735907585e+38,1.613966118775133e+38,1.0181992186023138e+38,6.452670194487858e+37,9
A4,0.8,3.088723202173779e+38,0.013362880315485319,C_III_1909,1.3474392615794806e+38,1.4341832597161627e+38,1.0132262381911067e+38,6.413137042665096e+37,9
A4,0.9,2.894882860468321e+38,0.012554096717967086,C_III_1909,1.1612413505081254e+38,1.2490356502463985e+38,1.0083726508251069e+38,6.374745593968155e+37,9
A4,1.0,2.7030339443791278e+38,0.011749144685736405,O_III_5007,1.0024703069145662e+38,1.0659313500999491e+38,1.0034876456480924e+38,6.336149486310862e+37,9
A4,2.0,2.6072105261450557e+38,0.011450575760475049,C_III_1909,1.0363711820726322e+38,1.1234878255982717e+38,9.184960257971476e+37,5.6522667474963675e+37,9
A4,3.0,1.862434156521281e+38,0.007969403350507909,O_III_5007,8.80966804472961e+37,4.455276795270937e+37,8.81478122172759e+37,5.354283548214289e+37,9
A4,4.0,1.715683720035203e+38,0.007392938004433987,O_III_5007,8.044186635242899e+37,4.333724871555784e+37,8.050394354893313e+37,4.772717973902933e+37,9
A4,5.0,1.3826155128261534e+38,0.005996275926448234,O_III_5007,7.368357038193317e+37,2.181245153896865e+37,7.37078873254794e+37,4.274121241816727e+37,9
A4,10.0,9.285611510282879e+37,0.004153212683600018,O_III_5007,4.979419802237974e+37,1.6922931389653776e+37,4.980559854854038e+37,2.6127585164634634e+37,10
A4,20.0,7.56502450305051e+37,0.0013332766386607601,O_III_5007,3.0859331600285694e+37,2.8687828186601667e+37,3.086574077868133e+37,1.609667606522209e+37,10
A4,30.0,9.146529674443258e+38,0.002539074312165095,C_III_4647,5.7139202702855256e+38,8.344736666923295e+38,5.879547464366636e+37,2.138382610832971e+37,10
A4,40.0,2.3424282450425943e+39,0.010324983118203884,C_III_4647,1.1536016818542816e+39,2.159086811128689e+39,1.4418314142703348e+38,3.9158292486871717e+37,10
A4,50.0,6.284276347457813e+39,0.03294754606608061,C_III_4647,3.1213980408083984e+39,5.85517298277085e+39,3.6533414583985995e+38,6.376921884710376e+37,6
A4,60.0,7.828234999553044e+39,0.04736193463399402,C_II_4267,4.250458371731241e+39,7.12938847795947e+39,6.139691053061995e+38,8.487741628737343e+37,5
A4,70.0,1.42621361195388e+40,0.08292383378528795,C_II_4267,8.086965550073321e+39,1.3435026618742774e+40,7.134644310622086e+38,1.1364506973382088e+38,5
A4,80.0,2.1444869986869409e+40,0.15420624267434724,C_II_4267,1.251976266489422e+40,2.049349649994362e+40,8.165714910793687e+38,1.3480199584641951e+38,4
A4,90.0,2.3239126092219724e+40,0.14352299317980807,C_II_4267,1.2290509738623185e+40,2.231729033838985e+40,7.60111406898828e+38,1.617243469310411e+38,4
A4,100.0,3.0016422718466394e+40,0.19950529762975994,C_II_4267,1.4929210011403942e+40,2.894092043659036e+40,9.066489261519523e+38,1.6885335572407985e+38,3
A4,110.0,3.534238885682415e+40,0.45049927715428856,C_II_4267,1.5671872558569178e+40,3.392728838321394e+40,1.2516877193711641e+39,1.6341275423904534e+38,2
A4,120.0,3.5649585616150704e+40,0.1033255470941111,C_II_4267,1.4943621254040001e+40,3.3178673718273643e+40,2.360008027872276e+39,1.1090387000478968e+38,4
A4,130.0,5.566086597319959e+36,4.8731806115706486e-05,C_II_4267,1.3407752084870002e+36,2.799799339900235e+36,2.7587688933105103e+36,7.518364109213794e+33,10
A4,140.0,2.822333464580422e+36,3.627886110499148e-05,O_I_7774,6.938713407506e+35,1.409790841960333e+36,1.410505885891905e+36,2.0367367281846273e+33,10
A4,150.0,7.724063223751576e+35,9.180083210982306e-06,O_I_7774,1.927489161078302e+35,3.858747478335619e+35,3.8645313097821e+35,7.844356338569116e+31,10
A4,160.0,0.0,0.0,,,0.0,0.0,0.0,-1
A5,0.1,5.232891940370148e+37,0.001107680741748262,C_III_1909,3.4117137576561225e+37,3.4444316560753284e+37,1.7394322971970973e+37,4.902798709772137e+35,10
A5,0.2,5.134609164809084e+37,0.0010864872630481535,C_III_1909,3.3008658724343603e+37,3.33296330352836e+37,1.7492685044132755e+37,5.237735686744894e+35,10
A5,0.3,5.118878785861438e+37,0.0010827291731407595,C_III_1909,3.2607868430045506e+37,3.2929407524710574e+37,1.7670591393054583e+37,5.887889408492254e+35,10
A5,0.4,5.210723448657912e+37,0.001101698398272378,C_III_1909,3.312132628110495e+37,3.345256320045068e+37,1.7958119262693004e+37,6.96552023435429e+35,10
A5,0.5,5.45533996007672e+37,0.0011529060352928491,C_III_1909,3.4923243487743122e+37,3.5277519967266575e+37,1.8408451429659695e+37,8.674282038409318e+35,10
A5,0.6,5.931939536392426e+37,0.0012530157989154875,C_III_1909,3.866995727045519e+37,3.90680010300553e+37,1.911379395088424e+37,1.137600382984713e+36,10
A5,0.7,6.7795276538377455e+37,0.001431246800678013,C_III_1909,4.551267834688883e+37,4.598829895302136e+37,2.0234645626340984e+37,1.5723319590151184e+36,10
A5,0.8,8.244537020631631e+37,0.001739328174988592,C_III_1909,5.748911331269671e+37,5.809967664554674e+37,2.2052754755400716e+37,2.292938805368857e+36,10
A5,0.9,1.076681240769609e+38,0.002269380107222381,C_III_1909,7.822631631998359e+37,7.907224594169984e+37,2.506314705604966e+37,3.5327310792113955e+36,10
A5,1.0,1.5123483017746577e+38,0.003183273985345358,C_III_1909,1.141063309279317e+38,1.1536712151041593e+38,3.0117096398369633e+37,5.750612268680212e+36,10
A5,2.0,1.8910307335935237e+38,0.003954504874931661,C_III_1909,1.423289976808091e+38,1.4422394471167448e+38,3.659701760033289e+37,8.282111047345037e+36,9
A5,3.0,6.475603258816921e+38,0.013324017453433581,C_III_1909,4.974027713730096e+38,5.073077397049956e+38,9.45556441533602e+37,4.569694202333631e+37,9
A5,4.0,5.561426060955778e+38,0.011397688493704991,C_III_1909,4.1561179061260096e+38,4.256409316390639e+38,8.87090538988821e+37,4.1792620557631875e+37,9
A5,5.0,5.561116327440444e+38,0.011328328232223501,C_III_1909,3.6155759596323326e+38,3.79827294621561e+38,1.1378501316782475e+38,6.249932495465865e+37,9
A5,10.0,2.1302937156202844e+38,0.00429246975039665,O_III_5007,8.623362344302902e+37,8.112226062746223e+37,8.67201339746208e+37,4.518697695994542e+37,10
A5,20.0,9.387760528802438e+37,0.0022816823411845708,O_III_5007,3.8871873395591737e+37,3.865089483605439e+37,3.8906696022622655e+37,1.6320014429347314e+37,10
A5,30.0,1.0905261769560912e+38,0.00132045141198863,O_III_5007,3.3558112972996844e+37,5.951810416343488e+37,3.357713316708722e+37,1.595738036508703e+37,10
A5,40.0,3.234723449434181e+38,0.0008006863491675355,C_III_4647,1.2777034034966974e+38,2.556930134063132e+38,4.617604814572334e+37,2.1603283391381537e+37,10
A5,50.0,2.949282971368654e+39,0.00995959912100972,C_III_4647,1.6186977131651988e+39,2.7209081256405373e+39,1.748737676258335e+38,5.350107810228389e+37,10
A5,60.0,1.5854687041759967e+40,0.06615095311696846,C_III_4647,8.342222776130539e+39,1.5257837280361784e+40,5.035280103320433e+38,9.332175106613984e+37,5
A5,70.0,1.3159417940917587e+40,0.06769756311234709,C_II_4267,6.936346201304652e+39,1.2376619922329457e+40,6.5636033497811956e+38,1.2643768361001214e+38,5
A5,80.0,1.7552500685337375e+40,0.10589256616957356,C_II_4267,8.825299800714802e+39,1.6723550499922549e+40,6.73975716874424e+38,1.5497446854040088e+38,4
A5,90.0,2.6841084888953487e+40,0.18231524949477818,C_II_4267,1.3364921417602905e+40,2.5832717441345915e+40,8.211509173648941e+38,1.8721653024267773e+38,3
A5,100.0,3.6179243254252987e+40,0.2696553192975343,C_II_4267,1.5598898966613075e+40,3.493463699120819e+40,1.032816942728582e+39,2.1178932031621252e+38,3
A5,110.0,3.865979272652349e+40,0.07000773161600286,C_II_4267,1.338913758818214e+40,3.6956342633974163e+40,1.485471824332293e+39,2.1797826821703452e+38,5
A5,120.0,1.7067109704443977e+40,0.17504374138027637,C_III_4647,4.27504179006501e+39,1.5376187276009625e+40,1.5993585258557613e+39,9.15639025785887e+37,5
A5,130.0,2.6986295635551855e+36,4.991530127305271e-05,O_I_7774,5.526019744893337e+35,1.2884074354529112e+36,1.374827486128563e+36,3.5394641973710914e+34,10
A5,140.0,5.1666767984989436e+36,7.22233555236868e-05,O_I_7774,1.1326838397908321e+36,2.676209473891552e+36,2.4689195029005146e+36,2.154782170687711e+34,10
A5,150.0,0.0,0.0,,,0.0,0.0,0.0,-1
A5,160.0,0.0,0.0,,,0.0,0.0,0.0,-1
A6,0.1,4.764267526248121e+37,0.0005469446438218433,O_I_7774,3.3021513237799674e+37,1.4599298743915192e+37,3.3043329046839707e+37,4.747172630768825e+31,10
A6,0.2,4.7018662233338305e+37,0.0005393509166088735,O_I_7774,3.303136972130248e+37,1.3965106681176848e+37,3.305352808564847e+37,2.7466512990064012e+31,10
A6,0.3,4.642113386941994e+37,0.000532075588808739,O_I_7774,3.3041233693745255e+37,1.335733802710819e+37,3.3063778205942303e+37,1.763636944933819e+31,10
A6,0.4,4.584948335239581e+37,0.0005251107464591773,O_I_7774,3.3051098566614824e+37,1.2775336692184678e+37,3.3074117082245067e+37,2.9577966061511665e+31,10
A6,0.5,4.530135555138366e+37,0.0005184285213997321,O_I_7774,3.3060985799181e+37,1.2216912397697566e+37,3.3084420109130826e+37,2.3044555282391703e+31,10
A6,0.6,4.477655636391612e+37,0.0005120258477986701,O_I_7774,3.307088362379924e+37,1.1681781047489914e+37,3.309475538858416e+37,1.99278420425091e+31,10
A6,0.7,4.427414140939915e+37,0.0005058911167729496,O_I_7774,3.308079251214082e+37,1.1169002324503586e+37,3.310511995807268e+37,1.912682288502445e+31,10
A6,0.8,4.379322805391687e+37,0.0005000134745961241,O_I_7774,3.309071248806422e+37,1.0677694235648676e+37,3.311551344244318e+37,2.0375825015787665e+31,10
A6,0.9,4.333299034282782e+37,0.0004943827608084251,O_I_7774,3.310064317403042e+37,1.0207028509717003e+37,3.3125937740883624e+37,2.409222719258528e+31,10
A6,1.0,4.289266820990236e+37,0.0004889896093808686,O_I_7774,3.3110583605264974e+37,9.7562385588556e+36,3.3136398033522867e+37,3.161752390192575e+31,10
A6,2.0,3.940400493583098e+37,0.0004458165122377031,O_I_7774,3.3230283471113064e+37,6.122187612748227e+36,3.327841134057618e+37,3.405982506571166e+33,10
A6,3.0,3.684364477705932e+37,0.0004129537815744543,O_I_7774,3.3451813773755514e+37,3.334977935699736e+36,3.3506450844264855e+37,2.2159970947325765e+33,10
A6,4.0,3.7676699145844095e+37,0.00041831265937104534,O_I_7774,3.363704132517112e+37,3.651799062863862e+36,3.3990771823878765e+37,3.4128259101464204e+34,10
A6,5.0,3.720351071742192e+37,0.0004095088735671893,O_I_7774,3.3906142873034836e+37,2.858115786631501e+36,3.4319143651426034e+37,2.6251279364379587e+34,10
A6,10.0,1.7869291273383287e+38,0.0019470191029644815,C_III_1909,1.0582857880880956e+38,1.1276479945240644e+38,5.599964073718916e+37,9.92847254423725e+36,10
A6,20.0,1.6723339453422385e+38,0.002122146009055242,O_III_5007,5.996798609315776e+37,8.142559543451105e+37,6.130741217686766e+37,2.4500386922845134e+37,10
A6,30.0,1.4386071115130735e+38,0.002153947189903403,C_III_4647,5.011383093802513e+37,8.293213772260438e+37,4.393233579897731e+37,1.6996237629725646e+37,10
A6,40.0,1.69040428387702e+38,0.002076911279787897,C_IV_5801,5.506405720946436e+37,1.1251738686851263e+38,4.0430393338107526e+37,1.609264818108186e+37,10
A6,50.0,2.2759018832933035e+38,0.0009701445938772974,C_IV_5801,7.081284963363479e+37,1.536557546815869e+38,5.071535219543e+37,2.3219081452313453e+37,10
A6,60.0,4.774784660344231e+39,0.008610779399867041,C_III_4647,2.124529755944644e+39,3.9010847445775496e+39,8.249107901841915e+38,4.878912558248958e+37,9
A6,70.0,7.777720667614988e+39,0.020886630462239063,C_II_4267,3.2687395485107e+39,7.125191134002984e+39,5.307457513652095e+38,1.2178378224679324e+38,9
A6,80.0,1.5014511266573356e+40,0.049993793488538586,C_II_4267,6.916742908641559e+39,1.4173076407688367e+40,6.719060674455461e+38,1.6952879143944686e+38,5
A6,90.0,2.707149214172647e+40,0.10156163653679658,C_II_4267,1.2420128547976481e+40,2.6009540399140864e+40,8.491549437425755e+38,2.127967988430307e+38,4
A6,100.0,4.310397288791639e+40,0.17436232794906148,C_II_4267,1.8310770070970222e+40,4.169955449274843e+40,1.172134578774608e+39,2.3228381639335093e+38,3
A6,110.0,4.7465509976855535e+40,0.09174993685050294,C_III_5696,1.6863729022656749e+40,4.547426598649315e+40,1.7693427342078658e+39,2.2190125615453e+38,5
A6,120.0,3.7339031223942804e+39,0.02296287774309436,C_III_5696,5.964876699445001e+38,2.4689117733880557e+39,1.1964253690528273e+39,6.856597995339839e+37,10
A6,130.0,2.3263563073101368e+36,1.969622794187767e-05,C_II_4267,4.7545158529285004e+35,1.0925237729443662e+36,1.1932657101711766e+36,4.056682419459376e+34,10
A6,140.0,4.916667219372182e+36,5.084146176571653e-05,O_I_7774,8.863433313378998e+35,2.48599029562208e+36,2.3430972858161373e+36,8.757963793396475e+34,10
A6,150.0,0.0,0.0,,,0.0,0.0,0.0,-1
A6,160.0,0.0,0.0,,,0.0,0.0,0.0,-1
A7,0.1,7.07055925017786e+37,0.0004063999085723995,O_I_7774,6.924942015668553e+37,1.3534185105371048e+36,6.935217399119104e+37,5.043743662644237e+25,10
A7,0.2,7.069074885038533e+37,0.00040619168749389214,O_I_7774,6.925205530140395e+37,1.335287128105897e+36,6.935546172197081e+37,3.086428081903154e+26,10
A7,0.3,7.067613977973695e+37,0.00040598529883995575,O_I_7774,6.925468823516089e+37,1.3173879053702982e+36,6.935875187185725e+37,2.5094048290058615e+27,10
A7,0.4,7.065722959678898e+37,0.00040570398194665527,O_I_7774,6.926676792281396e+37,1.2852991744294508e+36,6.937193041865067e+37,3.7088636490719577e+27,10
A7,0.5,7.063586208093648e+37,0.0004053657144982521,O_I_7774,6.928636010842563e+37,1.2428749870047594e+36,6.939298709256439e+37,1.3673449253912962e+27,10
A7,0.6,7.06158638624634e+37,0.00040503340339988214,O_I_7774,6.930595931214232e+37,1.2017903338862016e+36,6.941407352800359e+37,5.736168605019149e+26,10
A7,0.7,7.059719458619907e+37,0.00040470936286344584,O_I_7774,6.93255652495146e+37,1.1620047756204226e+36,6.943518981030462e+37,2.7402937525110724e+26,10
A7,0.8,7.057981515996099e+37,0.0004043933487281632,O_I_7774,6.934517762572682e+37,1.1234791267080138e+36,6.945633603310385e+37,1.4911498502302897e+26,10
A7,0.9,7.056368764363199e+37,0.0004040851241047155,O_I_7774,6.936479613794564e+37,1.0861753508539744e+36,6.947751229268567e+37,9.235199222615689e+25,10
A7,1.0,7.0548775196449135e+37,0.0004037844590473095,O_I_7774,6.938442047587284e+37,1.0500565100080334e+36,6.949871868637614e+37,6.496328402117467e+25,10
A7,2.0,7.045909847779058e+37,0.0004011475587755591,O_I_7774,6.958091050424837e+37,7.466367280908905e+35,6.9712461744749e+37,4.950696643339599e+27,10
A7,3.0,7.050970808376821e+37,0.00040125868407998053,O_I_7774,6.9861847396806845e+37,4.927348069955174e+35,7.001697326768955e+37,9.083141681043307e+27,10
A7,4.0,7.068483247263021e+37,0.0003978946199089279,O_I_7774,7.018815633098336e+37,3.110088436210461e+35,7.037382338687835e+37,2.4213080826642113e+29,10
A7,5.0,7.084721105369464e+37,0.00039605086458664794,O_I_7774,7.043661131816687e+37,1.828484397579854e+35,7.066436239448873e+37,2.194479225913065e+29,10
A7,10.0,7.095808354363444e+37,0.00043103206431363767,O_I_7774,7.004653255546074e+37,4.6927103740632225e+34,7.091114277520907e+37,1.3664684734924352e+31,10
A7,20.0,9.547526797891426e+37,0.0006640430518671392,O_I_7774,5.497408197972119e+37,1.7425441393997346e+37,7.56694949185898e+37,2.3803316663271008e+36,10
A7,30.0,2.4308161515846835e+38,0.00209813261974497,O_III_5007,7.381963337901032e+37,1.3835435005657187e+38,7.866757013269973e+37,2.6059694969196676e+37,10
A7,40.0,2.431288073456615e+38,0.0026152223312632295,C_III_4647,8.85974468444592e+37,1.5899582251233648e+38,6.231795668221156e+37,2.181502815111351e+37,10
